id,categoria,familia,especie,nombre_comun,genero,specific_epithet,tag,infraespecie,forma,scientific_name,author
36,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia pyxis Luer,NA,Masdevallia,pyxis,NA,NA,NA,Masdevallia pyxis,Luer
37,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia recurvata Luer & Dalstrom,NA,Masdevallia,recurvata,NA,NA,NA,Masdevallia recurvata,Luer & Dalstrom
38,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia regina Luer,NA,Masdevallia,regina,NA,NA,NA,Masdevallia regina,Luer
39,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia rigens Luer,NA,Masdevallia,rigens,NA,NA,NA,Masdevallia rigens,Luer
40,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia rimarima-alba Luer,NA,Masdevallia,rimarima-alba,NA,NA,NA,Masdevallia rimarima-alba,Luer
41,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia schizostigma Luer,NA,Masdevallia,schizostigma,NA,NA,NA,Masdevallia schizostigma,Luer
42,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia scitula W. Königer,NA,Masdevallia,scitula,NA,NA,NA,Masdevallia scitula,W. Königer
43,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia selenites W. Königer,NA,Masdevallia,selenites,NA,NA,NA,Masdevallia selenites,W. Königer
44,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia spilantha W. Königer,NA,Masdevallia,spilantha,NA,NA,NA,Masdevallia spilantha,W. Königer
45,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia uniflora Ruiz & Pavon,NA,Masdevallia,uniflora,NA,NA,NA,Masdevallia uniflora,Ruiz & Pavon
46,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia vomeris Luer,NA,Masdevallia,vomeris,NA,NA,NA,Masdevallia vomeris,Luer
47,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Masdevallia zebraceae Luer,NA,Masdevallia,zebraceae,NA,NA,NA,Masdevallia zebraceae,Luer
48,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Phragmipedium besseae Dodson & J. Kuhn,zapatito,Phragmipedium,besseae,NA,NA,NA,Phragmipedium besseae,Dodson & J. Kuhn
49,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Phragmipedium caudatum (Lindley) Rolfe,zapatito de la reyna,Phragmipedium,caudatum,NA,NA,NA,Phragmipedium caudatum,(Lindley) Rolfe
50,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Phragmipedium hartwegii (Rchb. f.) L.O. Williams,NA,Phragmipedium,hartwegii,NA,NA,NA,Phragmipedium hartwegii,(Rchb. f.) L.O. Williams
51,EN PELIGRO CRITICO (CR),ORCHIDACEAE,"Phragmipedium kovachii J.T. Atwood, Dalström & Ric. Fernandez",NA,Phragmipedium,kovachii,NA,NA,NA,Phragmipedium kovachii,"J.T. Atwood, Dalström & Ric. Fernandez"
52,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Phragmipedium wallisii (Reichenbach f.) Garay,zapatito de la reyna,Phragmipedium,wallisii,NA,NA,NA,Phragmipedium wallisii,(Reichenbach f.) Garay
53,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Psychopsis sanderae (Rolfe) Lückel & Braem,mariposa,Psychopsis,sanderae,NA,NA,NA,Psychopsis sanderae,(Rolfe) Lückel & Braem
54,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Rusbyella suarezii D.E.Benn. & Christenson,NA,Rusbyella,suarezii,NA,NA,NA,Rusbyella suarezii,D.E.Benn. & Christenson
55,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Sobralia altissima D.E.Benn. & Christenson,flor inquil,Sobralia,altissima,NA,NA,NA,Sobralia altissima,D.E.Benn. & Christenson
56,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Telipogon alegria D.E.Benn. & Christenson,NA,Telipogon,alegria,NA,NA,NA,Telipogon alegria,D.E.Benn. & Christenson
57,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Telipogon atropurpurea Bennett & Fernández,NA,Telipogon,atropurpurea,NA,NA,NA,Telipogon atropurpurea,Bennett & Fernández
58,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Telipogon campoverdei Bennett & Fernández,NA,Telipogon,campoverdei,NA,NA,NA,Telipogon campoverdei,Bennett & Fernández
59,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Telipogon suarezii D.E.Benn. & Christenson,NA,Telipogon,suarezii,NA,NA,NA,Telipogon suarezii,D.E.Benn. & Christenson
60,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Telipogon tayacajaensis D.E.Benn. & Christenson,NA,Telipogon,tayacajaensis,NA,NA,NA,Telipogon tayacajaensis,D.E.Benn. & Christenson
61,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Trichoceros hajekiorum D.E.Benn. & Christenson,abejita,Trichoceros,hajekiorum,NA,NA,NA,Trichoceros hajekiorum,D.E.Benn. & Christenson
62,EN PELIGRO CRITICO (CR),ORCHIDACEAE,Zootrophion leonii D.E.Benn. & Christenson,NA,Zootrophion,leonii,NA,NA,NA,Zootrophion leonii,D.E.Benn. & Christenson
1,EN PELIGRO (EN),ORCHIDACEAE,Ackermania jarae D.E. Benn. & Christenson,NA,Ackermania,jarae,NA,NA,NA,Ackermania jarae,D.E. Benn. & Christenson
2,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia cinnamomea Reichenbach f.,NA,Masdevallia,cinnamomea,NA,NA,NA,Masdevallia cinnamomea,Reichenbach f.
3,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia cleistogama Luer,NA,Masdevallia,cleistogama,NA,NA,NA,Masdevallia cleistogama,Luer
4,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia colossus Luer,NA,Masdevallia,colossus,NA,NA,NA,Masdevallia colossus,Luer
5,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia concinna W Königer,NA,Masdevallia,concinna,NA,NA,NA,Masdevallia concinna,W Königer
6,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia echo Luer,NA,Masdevallia,echo,NA,NA,NA,Masdevallia echo,Luer
7,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia glandulosa W. Königer,NA,Masdevallia,glandulosa,NA,NA,NA,Masdevallia glandulosa,W. Königer
8,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia goliath Luer & Andreetta,NA,Masdevallia,goliath,NA,NA,NA,Masdevallia goliath,Luer & Andreetta
9,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia hymenantha Reichenbach f.,NA,Masdevallia,hymenantha,NA,NA,NA,Masdevallia hymenantha,Reichenbach f.
10,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia idae Luer & Arias,NA,Masdevallia,idae,NA,NA,NA,Masdevallia idae,Luer & Arias
11,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia kuhniorum Luer,NA,Masdevallia,kuhniorum,NA,NA,NA,Masdevallia kuhniorum,Luer
12,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia lamprotyria W. Königer,NA,Masdevallia,lamprotyria,NA,NA,NA,Masdevallia lamprotyria,W. Königer
13,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia lintricula W. Königer,NA,Masdevallia,lintricula,NA,NA,NA,Masdevallia lintricula,W. Königer
14,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia phoenix Luer,NA,Masdevallia,phoenix,NA,NA,NA,Masdevallia phoenix,Luer
15,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia princeps Luer,NA,Masdevallia,princeps,NA,NA,NA,Masdevallia princeps,Luer
16,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia richardsoniana Luer,NA,Masdevallia,richardsoniana,NA,NA,NA,Masdevallia richardsoniana,Luer
17,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia semiteres Luer & Escobar,NA,Masdevallia,semiteres,NA,NA,NA,Masdevallia semiteres,Luer & Escobar
18,EN PELIGRO (EN),ORCHIDACEAE,Masdevallia titan Luer,NA,Masdevallia,titan,NA,NA,NA,Masdevallia titan,Luer
19,EN PELIGRO (EN),ORCHIDACEAE,Oncidium lanceanum Lindley,orejas de burro,Oncidium,lanceanum,NA,NA,NA,Oncidium lanceanum,Lindley
1,VULNERABLE (Vu),ORCHIDACEAE,"Ada euodes (Reichb, f.)D.E. Benn. & Christenson",NA,Ada,euodes,NA,NA,NA,Ada euodes,"(Reichb, f.)D.E. Benn. & Christenson"
2,VULNERABLE (Vu),ORCHIDACEAE,Ada ocanensis (Lindley) N.H. Williams,NA,Ada,ocanensis,NA,NA,NA,Ada ocanensis,(Lindley) N.H. Williams
3,VULNERABLE (Vu),ORCHIDACEAE,Anguloa uniflora Ruiz & Pavon,tulipan,Anguloa,uniflora,NA,NA,NA,Anguloa uniflora,Ruiz & Pavon
4,VULNERABLE (Vu),ORCHIDACEAE,Anguloa virginalis Lindley,tulipan,Anguloa,virginalis,NA,NA,NA,Anguloa virginalis,Lindley
5,VULNERABLE (Vu),ORCHIDACEAE,Aspasia psitticina (Reichb. f.) Reichb.f.,NA,Aspasia,psitticina,NA,NA,NA,Aspasia psitticina,(Reichb. f.) Reichb.f.
6,VULNERABLE (Vu),ORCHIDACEAE,Aspidogyne mystacina (Reichb. f.) Garay,NA,Aspidogyne,mystacina,NA,NA,NA,Aspidogyne mystacina,(Reichb. f.) Garay
7,VULNERABLE (Vu),ORCHIDACEAE,Batemania peruviana Rolfe,NA,Batemania,peruviana,NA,NA,NA,Batemania peruviana,Rolfe
8,VULNERABLE (Vu),ORCHIDACEAE,Bollea hirtzii Waldvogel,pavo blanco,Bollea,hirtzii,NA,NA,NA,Bollea hirtzii,Waldvogel
9,VULNERABLE (Vu),ORCHIDACEAE,Brachionidium machupicchuense N. Salinas & Christenson,NA,Brachionidium,machupicchuense,NA,NA,NA,Brachionidium machupicchuense,N. Salinas & Christenson
10,VULNERABLE (Vu),ORCHIDACEAE,Brassia arcuigera Reichenbach f.,NA,Brassia,arcuigera,NA,NA,NA,Brassia arcuigera,Reichenbach f.
11,VULNERABLE (Vu),ORCHIDACEAE,Brassia aurorae Bennett,NA,Brassia,aurorae,NA,NA,NA,Brassia aurorae,Bennett
12,VULNERABLE (Vu),ORCHIDACEAE,Brassia caudata (L.) Lindley,avispa,Brassia,caudata,NA,NA,NA,Brassia caudata,(L.) Lindley
13,VULNERABLE (Vu),ORCHIDACEAE,Brassia forgetiana Lindley,NA,Brassia,forgetiana,NA,NA,NA,Brassia forgetiana,Lindley
14,VULNERABLE (Vu),ORCHIDACEAE,Brassia lanceana Lindley,NA,Brassia,lanceana,NA,NA,NA,Brassia lanceana,Lindley
15,VULNERABLE (Vu),ORCHIDACEAE,Brassia neglecta Reichenbach f.,NA,Brassia,neglecta,NA,NA,NA,Brassia neglecta,Reichenbach f.
16,VULNERABLE (Vu),ORCHIDACEAE,Brassia pascoensis D.E.Benn. & Christenson,NA,Brassia,pascoensis,NA,NA,NA,Brassia pascoensis,D.E.Benn. & Christenson
17,VULNERABLE (Vu),ORCHIDACEAE,Brassia peruviana Poeppig & Endlicher,avispa,Brassia,peruviana,NA,NA,NA,Brassia peruviana,Poeppig & Endlicher
18,VULNERABLE (Vu),ORCHIDACEAE,Brassia villosa Lindley,avispa,Brassia,villosa,NA,NA,NA,Brassia villosa,Lindley
19,VULNERABLE (Vu),ORCHIDACEAE,Brassia wageneri Reichenbach f.,NA,Brassia,wageneri,NA,NA,NA,Brassia wageneri,Reichenbach f.
20,VULNERABLE (Vu),ORCHIDACEAE,Bulbophyllum machupicchuense D.E.Benn. & Christenson,NA,Bulbophyllum,machupicchuense,NA,NA,NA,Bulbophyllum machupicchuense,D.E.Benn. & Christenson
21,VULNERABLE (Vu),ORCHIDACEAE,Catasetum adremedium D.E.Benn. & Christenson,NA,Catasetum,adremedium,NA,NA,NA,Catasetum adremedium,D.E.Benn. & Christenson
22,VULNERABLE (Vu),ORCHIDACEAE,Catasetum barbatum Lindley,NA,Catasetum,barbatum,NA,NA,NA,Catasetum barbatum,Lindley
23,VULNERABLE (Vu),ORCHIDACEAE,Catasetum cotylicheilum D.E.Benn. & Christenson,NA,Catasetum,cotylicheilum,NA,NA,NA,Catasetum cotylicheilum,D.E.Benn. & Christenson
24,VULNERABLE (Vu),ORCHIDACEAE,Catasetum fernandezii D.E.Benn. & Christenson,NA,Catasetum,fernandezii,NA,NA,NA,Catasetum fernandezii,D.E.Benn. & Christenson
25,VULNERABLE (Vu),ORCHIDACEAE,Catasetum macroglossum Reichenbach f.,arañas,Catasetum,macroglossum,NA,NA,NA,Catasetum macroglossum,Reichenbach f.
26,VULNERABLE (Vu),ORCHIDACEAE,Catasetum monzonense D.E.Benn. & Christenson,NA,Catasetum,monzonense,NA,NA,NA,Catasetum monzonense,D.E.Benn. & Christenson
27,VULNERABLE (Vu),ORCHIDACEAE,Catasetum schunkei Dodson & Bennett,arañas,Catasetum,schunkei,NA,NA,NA,Catasetum schunkei,Dodson & Bennett
28,VULNERABLE (Vu),ORCHIDACEAE,Catasetum stevensonii Dodson,NA,Catasetum,stevensonii,NA,NA,NA,Catasetum stevensonii,Dodson
29,VULNERABLE (Vu),ORCHIDACEAE,Catasetum tenebrosum Kraenzlin,arañas,Catasetum,tenebrosum,NA,NA,NA,Catasetum tenebrosum,Kraenzlin
30,VULNERABLE (Vu),ORCHIDACEAE,Catasetum transversicallosum D.E.Benn. & Christenson,NA,Catasetum,transversicallosum,NA,NA,NA,Catasetum transversicallosum,D.E.Benn. & Christenson
31,VULNERABLE (Vu),ORCHIDACEAE,Catasetum trautmannii Senghas,NA,Catasetum,trautmannii,NA,NA,NA,Catasetum trautmannii,Senghas
32,VULNERABLE (Vu),ORCHIDACEAE,Cattleya intermedia Graham ex Hook,NA,Cattleya,intermedia,NA,NA,NA,Cattleya intermedia,Graham ex Hook
33,VULNERABLE (Vu),ORCHIDACEAE,Cattleya iricolor Reichenbach f.,golondrinilla,Cattleya,iricolor,NA,NA,NA,Cattleya iricolor,Reichenbach f.
34,VULNERABLE (Vu),ORCHIDACEAE,Cattleya luteola Lindley,golondrinilla,Cattleya,luteola,NA,NA,NA,Cattleya luteola,Lindley
35,VULNERABLE (Vu),ORCHIDACEAE,"Cattleya mooreana Withner, Allison & Guenard",golondrinilla,Cattleya,mooreana,NA,NA,NA,Cattleya mooreana,"Withner, Allison & Guenard"
36,VULNERABLE (Vu),ORCHIDACEAE,Cattleya violacea (H.B.K.) Rolfe,golondrinilla,Cattleya,violacea,NA,NA,NA,Cattleya violacea,(H.B.K.) Rolfe
37,VULNERABLE (Vu),ORCHIDACEAE,Chaubardia heteroclita (Poeppig & Endlicher) Dodson & Bennett,avispilla,Chaubardia,heteroclita,NA,NA,NA,Chaubardia heteroclita,(Poeppig & Endlicher) Dodson & Bennett
38,VULNERABLE (Vu),ORCHIDACEAE,Chaubardia klugii (C. Schweinfurth) Garay,NA,Chaubardia,klugii,NA,NA,NA,Chaubardia klugii,(C. Schweinfurth) Garay
39,VULNERABLE (Vu),ORCHIDACEAE,Chaubardiella tigrina (Garay & Dunsterville) Garay,NA,Chaubardiella,tigrina,NA,NA,NA,Chaubardiella tigrina,(Garay & Dunsterville) Garay
40,VULNERABLE (Vu),ORCHIDACEAE,Chloraea reticulata Schlechter,NA,Chloraea,reticulata,NA,NA,NA,Chloraea reticulata,Schlechter
41,VULNERABLE (Vu),ORCHIDACEAE,Chloraea septentrionalis Correa,NA,Chloraea,septentrionalis,NA,NA,NA,Chloraea septentrionalis,Correa
42,VULNERABLE (Vu),ORCHIDACEAE,Cochleanthes amazonica (Reinchbach f. & Warscewicz) R. Schltes & Garay,NA,Cochleanthes,amazonica,NA,NA,NA,Cochleanthes amazonica,(Reinchbach f. & Warscewicz) R. Schltes & Garay
43,VULNERABLE (Vu),ORCHIDACEAE,Cochleanthes palatina Senghas,NA,Cochleanthes,palatina,NA,NA,NA,Cochleanthes palatina,Senghas
44,VULNERABLE (Vu),ORCHIDACEAE,Cochlioda noezliana (Masters) Rolfe,NA,Cochlioda,noezliana,NA,NA,NA,Cochlioda noezliana,(Masters) Rolfe
45,VULNERABLE (Vu),ORCHIDACEAE,Cochlioda vulcanica (Reichenbach f.) Bentham & Hooker f. ex Veitch,inguil,Cochlioda,vulcanica,NA,NA,NA,Cochlioda vulcanica,(Reichenbach f.) Bentham & Hooker f. ex Veitch
46,VULNERABLE (Vu),ORCHIDACEAE,Comparettia coccinea Lindley,NA,Comparettia,coccinea,NA,NA,NA,Comparettia coccinea,Lindley
47,VULNERABLE (Vu),ORCHIDACEAE,Comparettia falcata Poeppig & Endlicher,NA,Comparettia,falcata,NA,NA,NA,Comparettia falcata,Poeppig & Endlicher
48,VULNERABLE (Vu),ORCHIDACEAE,Comparettia peruviana Schelchter,NA,Comparettia,peruviana,NA,NA,NA,Comparettia peruviana,Schelchter
49,VULNERABLE (Vu),ORCHIDACEAE,Comparettia speciosa Reichenbach f.,NA,Comparettia,speciosa,NA,NA,NA,Comparettia speciosa,Reichenbach f.
50,VULNERABLE (Vu),ORCHIDACEAE,Coryanthes alborosea C. Schweinfurth,cachorros,Coryanthes,alborosea,NA,NA,NA,Coryanthes alborosea,C. Schweinfurth
51,VULNERABLE (Vu),ORCHIDACEAE,Coryanthes leucocorys Rolfe,cachorros,Coryanthes,leucocorys,NA,NA,NA,Coryanthes leucocorys,Rolfe
52,VULNERABLE (Vu),ORCHIDACEAE,Coryanthes macrantha (Hooker) Hooker,cachorros,Coryanthes,macrantha,NA,NA,NA,Coryanthes macrantha,(Hooker) Hooker
53,VULNERABLE (Vu),ORCHIDACEAE,Coryanthes macrocorys Rolfe,cachorros,Coryanthes,macrocorys,NA,NA,NA,Coryanthes macrocorys,Rolfe
54,VULNERABLE (Vu),ORCHIDACEAE,Coryanthes verrucolineata Gunter Gerlach,NA,Coryanthes,verrucolineata,NA,NA,NA,Coryanthes verrucolineata,Gunter Gerlach
55,VULNERABLE (Vu),ORCHIDACEAE,Cycnoches bennettii Dodson,NA,Cycnoches,bennettii,NA,NA,NA,Cycnoches bennettii,Dodson
56,VULNERABLE (Vu),ORCHIDACEAE,Cycnoches christensonii D.E. Benn.,NA,Cycnoches,christensonii,NA,NA,NA,Cycnoches christensonii,D.E. Benn.
57,VULNERABLE (Vu),ORCHIDACEAE,Cycnoches cooperi Rolfe,alacranes,Cycnoches,cooperi,NA,NA,NA,Cycnoches cooperi,Rolfe
58,VULNERABLE (Vu),ORCHIDACEAE,Cycnoches jarae Dodson & Bennett,alacranes,Cycnoches,jarae,NA,NA,NA,Cycnoches jarae,Dodson & Bennett
59,VULNERABLE (Vu),ORCHIDACEAE,Cycnoches pentadactylon Lindley,alacranes,Cycnoches,pentadactylon,NA,NA,NA,Cycnoches pentadactylon,Lindley
60,VULNERABLE (Vu),ORCHIDACEAE,Cycnoches schmidtianum Christenson & G.F. Carr,NA,Cycnoches,schmidtianum,NA,NA,NA,Cycnoches schmidtianum,Christenson & G.F. Carr
61,VULNERABLE (Vu),ORCHIDACEAE,Cyrtidiorchis rhomboglossa (F. Lehm. & Kraenzl.) Rauschert,NA,Cyrtidiorchis,rhomboglossa,NA,NA,NA,Cyrtidiorchis rhomboglossa,(F. Lehm. & Kraenzl.) Rauschert
62,VULNERABLE (Vu),ORCHIDACEAE,Cyrtidiorchis stumpflei (Garay) Rauschter,NA,Cyrtidiorchis,stumpflei,NA,NA,NA,Cyrtidiorchis stumpflei,(Garay) Rauschter
63,VULNERABLE (Vu),ORCHIDACEAE,Cyrtopodium punctatum (L.) Lindley,NA,Cyrtopodium,punctatum,NA,NA,NA,Cyrtopodium punctatum,(L.) Lindley
64,VULNERABLE (Vu),ORCHIDACEAE,Dressleria bennettii H.G. Hills & Christenson,NA,Dressleria,bennettii,NA,NA,NA,Dressleria bennettii,H.G. Hills & Christenson
65,VULNERABLE (Vu),ORCHIDACEAE,Dryadella zebrina (Porsch) Luer,NA,Dryadella,zebrina,NA,NA,NA,Dryadella zebrina,(Porsch) Luer
66,VULNERABLE (Vu),ORCHIDACEAE,Epidendrum birostratum C. Schweinfurth,NA,Epidendrum,birostratum,NA,NA,NA,Epidendrum birostratum,C. Schweinfurth
67,VULNERABLE (Vu),ORCHIDACEAE,Epidendrum criniferum Reichenbach f.,NA,Epidendrum,criniferum,NA,NA,NA,Epidendrum criniferum,Reichenbach f.
68,VULNERABLE (Vu),ORCHIDACEAE,Epidendrum cristatum Ruiz & Pavon,NA,Epidendrum,cristatum,NA,NA,NA,Epidendrum cristatum,Ruiz & Pavon
69,VULNERABLE (Vu),ORCHIDACEAE,Epidendrum excelsum C. Schweinfurth,NA,Epidendrum,excelsum,NA,NA,NA,Epidendrum excelsum,C. Schweinfurth
70,VULNERABLE (Vu),ORCHIDACEAE,Epidendrum melanoporphyreum Hágsater,NA,Epidendrum,melanoporphyreum,NA,NA,NA,Epidendrum melanoporphyreum,Hágsater
71,VULNERABLE (Vu),ORCHIDACEAE,Epidendrum micro-cattleya (Kraenzlin) Schlechter,NA,Epidendrum,micro-cattleya,NA,NA,NA,Epidendrum micro-cattleya,(Kraenzlin) Schlechter
72,VULNERABLE (Vu),ORCHIDACEAE,Epidendrum pardothyrsus,NA,Epidendrum,pardothyrsus,NA,NA,NA,Epidendrum pardothyrsus,NA
73,VULNERABLE (Vu),ORCHIDACEAE,Epidendrum scutella Lindley,NA,Epidendrum,scutella,NA,NA,NA,Epidendrum scutella,Lindley
74,VULNERABLE (Vu),ORCHIDACEAE,Epidendrum tridens Poeppig & Endlicher,NA,Epidendrum,tridens,NA,NA,NA,Epidendrum tridens,Poeppig & Endlicher
75,VULNERABLE (Vu),ORCHIDACEAE,Epistephium duckei Huber,NA,Epistephium,duckei,NA,NA,NA,Epistephium duckei,Huber
76,VULNERABLE (Vu),ORCHIDACEAE,Epistephium parviflorum Ruiz & Pav.,NA,Epistephium,parviflorum,NA,NA,NA,Epistephium parviflorum,Ruiz & Pav.
77,VULNERABLE (Vu),ORCHIDACEAE,Fernandezia ionanthera (Reichenbach f. & Warscewicz) Schelchter,NA,Fernandezia,ionanthera,NA,NA,NA,Fernandezia ionanthera,(Reichenbach f. & Warscewicz) Schelchter
78,VULNERABLE (Vu),ORCHIDACEAE,Fernandezia subbiflora Ruiz & Pavon,NA,Fernandezia,subbiflora,NA,NA,NA,Fernandezia subbiflora,Ruiz & Pavon
79,VULNERABLE (Vu),ORCHIDACEAE,Galeandra biloba Garay,NA,Galeandra,biloba,NA,NA,NA,Galeandra biloba,Garay
80,VULNERABLE (Vu),ORCHIDACEAE,Gongora atropurpurea Hooker,zancudo,Gongora,atropurpurea,NA,NA,NA,Gongora atropurpurea,Hooker
81,VULNERABLE (Vu),ORCHIDACEAE,Gongora latisepala Rolfe,NA,Gongora,latisepala,NA,NA,NA,Gongora latisepala,Rolfe
82,VULNERABLE (Vu),ORCHIDACEAE,Gongora pleiochroma Reichenbach f.,NA,Gongora,pleiochroma,NA,NA,NA,Gongora pleiochroma,Reichenbach f.
83,VULNERABLE (Vu),ORCHIDACEAE,Gongora portentosa Reichenbach. f.,NA,Gongora,portentosa,NA,NA,NA,Gongora portentosa,Reichenbach. f.
84,VULNERABLE (Vu),ORCHIDACEAE,Gongora pseudoatropurpurea Jenny,NA,Gongora,pseudoatropurpurea,NA,NA,NA,Gongora pseudoatropurpurea,Jenny
85,VULNERABLE (Vu),ORCHIDACEAE,Gongora quinquinervis R. & P.,NA,Gongora,quinquinervis,NA,NA,NA,Gongora quinquinervis,R. & P.
86,VULNERABLE (Vu),ORCHIDACEAE,Gongora rufescens Jenny,NA,Gongora,rufescens,NA,NA,NA,Gongora rufescens,Jenny
87,VULNERABLE (Vu),ORCHIDACEAE,Gongora sanderiana Kraenzlin,chocolate,Gongora,sanderiana,NA,NA,NA,Gongora sanderiana,Kraenzlin
88,VULNERABLE (Vu),ORCHIDACEAE,Hexisea bidentata Lindley,NA,Hexisea,bidentata,NA,NA,NA,Hexisea bidentata,Lindley
89,VULNERABLE (Vu),ORCHIDACEAE,Homalopetalum pumilio (Rchb. f.) Schltr.,NA,Homalopetalum,pumilio,NA,NA,NA,Homalopetalum pumilio,(Rchb. f.) Schltr.
90,VULNERABLE (Vu),ORCHIDACEAE,Houlletia sanderi Rolfe,NA,Houlletia,sanderi,NA,NA,NA,Houlletia sanderi,Rolfe
91,VULNERABLE (Vu),ORCHIDACEAE,Houlletia wallisii Linden & Reichenbach f.,NA,Houlletia,wallisii,NA,NA,NA,Houlletia wallisii,Linden & Reichenbach f.
92,VULNERABLE (Vu),ORCHIDACEAE,Huntleya burtii (Endres & Rchb.f.) Rolfe,NA,Huntleya,burtii,NA,NA,NA,Huntleya burtii,(Endres & Rchb.f.) Rolfe
93,VULNERABLE (Vu),ORCHIDACEAE,Huntleya vargasii Dodson & Bennett,NA,Huntleya,vargasii,NA,NA,NA,Huntleya vargasii,Dodson & Bennett
94,VULNERABLE (Vu),ORCHIDACEAE,Kefersteinia mystacina Reichenbach f.,palomitas,Kefersteinia,mystacina,NA,NA,NA,Kefersteinia mystacina,Reichenbach f.
95,VULNERABLE (Vu),ORCHIDACEAE,Kefersteinia sanguinolenta Reichenbach f.,palomitas,Kefersteinia,sanguinolenta,NA,NA,NA,Kefersteinia sanguinolenta,Reichenbach f.
96,VULNERABLE (Vu),ORCHIDACEAE,Kefersteinia villenae D.E.Benn. & Christenson,palomitas,Kefersteinia,villenae,NA,NA,NA,Kefersteinia villenae,D.E.Benn. & Christenson
97,VULNERABLE (Vu),ORCHIDACEAE,Lepanthes caprimulgus Luer,NA,Lepanthes,caprimulgus,NA,NA,NA,Lepanthes caprimulgus,Luer
98,VULNERABLE (Vu),ORCHIDACEAE,Lepanthes cordeliae Luer,NA,Lepanthes,cordeliae,NA,NA,NA,Lepanthes cordeliae,Luer
99,VULNERABLE (Vu),ORCHIDACEAE,Lepanthes dalessandroi Luer,NA,Lepanthes,dalessandroi,NA,NA,NA,Lepanthes dalessandroi,Luer
100,VULNERABLE (Vu),ORCHIDACEAE,Lycaste ciliata (R. & P.) Lindley ex Reichenbach f.,lengüitas,Lycaste,ciliata,NA,NA,NA,Lycaste ciliata,(R. & P.) Lindley ex Reichenbach f.
101,VULNERABLE (Vu),ORCHIDACEAE,Lycaste denningiana Reichenbach f.,lengüitas,Lycaste,denningiana,NA,NA,NA,Lycaste denningiana,Reichenbach f.
102,VULNERABLE (Vu),ORCHIDACEAE,Lycaste dyeriana Sander ex Rolfe,lengüitas,Lycaste,dyeriana,NA,NA,NA,Lycaste dyeriana,Sander ex Rolfe
103,VULNERABLE (Vu),ORCHIDACEAE,Lycaste fimbriata (Poeppig & Endlicher) Cogniaux,lengüitas,Lycaste,fimbriata,NA,NA,NA,Lycaste fimbriata,(Poeppig & Endlicher) Cogniaux
104,VULNERABLE (Vu),ORCHIDACEAE,Lycaste gigantea Lindley,NA,Lycaste,gigantea,NA,NA,NA,Lycaste gigantea,Lindley
105,VULNERABLE (Vu),ORCHIDACEAE,Lycaste jarae D.E.Benn. & Christenson,NA,Lycaste,jarae,NA,NA,NA,Lycaste jarae,D.E.Benn. & Christenson
106,VULNERABLE (Vu),ORCHIDACEAE,Lycaste locusta Reichenbach f.,lengüitas,Lycaste,locusta,NA,NA,NA,Lycaste locusta,Reichenbach f.
107,VULNERABLE (Vu),ORCHIDACEAE,Lycaste longipetala (R. & P.) Garay,NA,Lycaste,longipetala,NA,NA,NA,Lycaste longipetala,(R. & P.) Garay
